,cm_wtB1__cm,cm_wtB2__cm,cm_wtB3__cm,hw__cm_wtB1,hw__cm_wtB2,hw__cm_wtB3,hw__el_wtB,el_dem__eldem,Exc_el_p2h__elp2h,el_wtB__elp2h,transf_p2h_dem__elp2h,Exc_el_pv2__elpv2,transf_pv2_dem__elpv2,Exc_el_red__elred,transf_red_dem__elred,hw_dem__hw,elp2h__pv,elpv2__pv_aux,elred__red,cm__rgas,eldem__transf_p2h_dem,eldem__transf_pv2_dem,eldem__transf_red_dem
2021-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5438333333333334,0.0,0.0,0.0,0.0,0.0,19.450673,0.5493266,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54383333
2021-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,19.454545,0.54545455,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54
2021-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563,0.0,0.0,0.0,0.0,0.0,19.431313,0.56868687,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.563
2021-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54625,0.0,0.0,0.0,0.0,0.0,19.448232,0.55176768,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54625
2021-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54575,0.0,0.0,0.0,0.0,0.0,19.448737,0.55126263,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54575
2021-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.0,0.0,0.0,0.0,0.0,19.450505,0.54949495,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.544
2021-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49925,0.0,0.0,0.040456777,0.0,0.040456777,19.576621,0.42337938,0.0,0.04045677660135492,0.04045677660135492,20.0,0.0,0.040052209,0.040052209,0.41914558
2021-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52475,0.0058709586,0.0,0.26208977,0.0,0.26796073,20.0,0.0,0.0,0.26796073181615354,0.26796073181615354,20.0,0.0,0.25946888,0.26528112,0.0
2021-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49475,1.5682021,0.0,0.0,1.0684546,0.49974747,20.0,0.0,0.0,1.5682021013346314,1.5682021013346314,20.0,0.0,0.0,0.49475,0.0
2021-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48425,2.9678918,0.0,0.0,2.4787504,0.48914141,20.0,0.0,0.0,2.9678917690965885,2.9678917690965885,20.0,0.0,0.0,0.48425,0.0
2021-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49475,3.9552959,0.0,0.0,3.4555485,0.49974747,20.0,0.0,0.0,3.955295931199546,3.955295931199546,20.0,0.0,0.0,0.49475,0.0
2021-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,4.6389396,0.0,0.0,4.0975255,0.54141414,20.0,0.0,0.0,4.638939596770922,4.638939596770922,20.0,0.0,0.0,0.536,0.0
2021-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,5.0,0.0,0.0,4.4878788,0.51212121,20.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,0.507,0.0
2021-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52075,5.0,0.0,0.0,4.4739899,0.5260101,20.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,0.52075,0.0
2021-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53275,4.8683623,0.0,0.0,4.330231,0.53813131,20.0,0.0,0.0,4.868362338241856,4.868362338241856,20.0,0.0,0.0,0.53275,0.0
2021-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519,4.3394588,0.0,0.0,3.8152164,0.52424242,20.0,0.0,0.0,4.339458845482942,4.339458845482942,20.0,0.0,0.0,0.519,0.0
2021-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,3.4977283,0.0,0.0,2.9421727,0.55555556,20.0,0.0,0.0,3.4977282868849136,3.4977282868849136,20.0,0.0,0.0,0.55,0.0
2021-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53175,2.3134356,0.0,0.0,1.7763143,0.53712121,20.0,0.0,0.0,2.313435560423512,2.313435560423512,20.0,0.0,0.0,0.53175,0.0
2021-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.86204414,0.0,0.0,0.33881181,0.52323232,20.0,0.0,0.0,0.8620441361405218,0.8620441361405218,20.0,0.0,0.0,0.518,0.0
2021-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54975,0.0,0.0,0.12852947,0.0,0.12852947,19.701756,0.29824409,0.0,0.1285294714210377,0.1285294714210377,20.0,0.0,0.12724418,0.12724418,0.29526165
2021-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235,0.0,0.0,0.0,0.0,0.0,19.471212,0.52878788,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.5235
2021-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54625,0.0,0.0,0.0,0.0,0.0,19.448232,0.55176768,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54625
2021-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54775,0.0,0.0,0.0,0.0,0.0,19.446717,0.55328283,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.54775
2021-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5725,0.0,0.0,0.0,0.0,0.0,19.421717,0.57828283,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.5725
2021-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545,0.0,0.0,0.0,0.0,0.0,19.439899,0.56010101,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.5545
2021-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.0,0.0,0.0,0.0,0.0,19.450505,0.54949495,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.544
2021-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.0,0.0,0.0,0.0,0.0,19.440404,0.55959596,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.554
2021-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.0,19.432323,0.56767677,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.562
2021-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57125,0.0,0.0,0.0,0.0,0.0,19.42298,0.5770202,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.57125
2021-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56575,0.0,0.0,0.0,0.0,0.0,19.428535,0.57146465,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.56575
2021-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,0.0,0.0,0.041279056,0.0,0.041279056,19.536093,0.46390654,0.0,0.04127905561640502,0.04127905561640502,20.0,0.0,0.040866265,0.040866265,0.45926747
2021-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51875,0.0,0.0,0.26196909,0.0,0.26196909,19.999948,5.172204e-05,0.0,0.2619690884751126,0.2619690884751126,20.0,0.0,0.2593494,0.2593494,5.1204819e-05
2021-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553,1.5685773,0.0,0.0,1.0099915,0.55858586,20.0,0.0,0.0,1.5685773396616771,1.5685773396616771,20.0,0.0,0.0,0.553,0.0
2021-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55475,2.976289,0.0,0.0,2.4159355,0.56035354,20.0,0.0,0.0,2.9762889943612834,2.9762889943612834,20.0,0.0,0.0,0.55475,0.0
2021-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52125,3.9740376,0.0,0.0,3.4475224,0.52651515,20.0,0.0,0.0,3.9740375643990102,3.9740375643990102,20.0,0.0,0.0,0.52125,0.0
2021-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54025,4.6834814,0.0,0.0,4.1377743,0.54570707,20.0,0.0,0.0,4.68348140034887,4.68348140034887,20.0,0.0,0.0,0.54025,0.0
2021-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54325,5.0,0.0,0.0,4.4512626,0.54873737,20.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,0.54325,0.0
2021-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5621666666666666,5.0,0.0,0.0,4.4321549,0.56784512,20.0,0.0,0.0,5.0,5.0,20.0,0.0,0.0,0.56216667,0.0
2021-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795,4.9542818,0.0,0.0,4.3689282,0.58535354,20.0,0.0,0.0,4.954281773558882,4.954281773558882,20.0,0.0,0.0,0.5795,0.0
2021-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,4.3928238,0.0,0.0,3.7786824,0.61414141,20.0,0.0,0.0,4.392823820534664,4.392823820534664,20.0,0.0,0.0,0.608,0.0
2021-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075,3.5529593,0.0,0.0,2.9393229,0.61363636,20.0,0.0,0.0,3.5529593119954566,3.5529593119954566,20.0,0.0,0.0,0.6075,0.0
2021-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58975,2.3645288,0.0,0.0,1.7688218,0.59570707,20.0,0.0,0.0,2.364528822360148,2.364528822360148,20.0,0.0,0.0,0.58975,0.0
2021-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57675,0.88653604,0.0,0.0,0.30396029,0.58257576,20.0,0.0,0.0,0.8865360431625493,0.8865360431625493,20.0,0.0,0.0,0.57675,0.0
2021-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5515,0.0,0.0,0.12976309,0.0,0.12976309,19.702455,0.29754452,0.0,0.12976309277514098,0.12976309277514098,20.0,0.0,0.12846546,0.12846546,0.29456908
2021-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785,0.0,0.0,0.0,0.0,0.0,19.415657,0.58434343,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.5785
2021-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61425,0.0,0.0,0.0,0.0,0.0,19.379545,0.62045455,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.61425
2021-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78375,0.0,0.0,0.0,0.0,0.0,19.208333,0.79166667,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.78375
2021-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,19.020202,0.97979798,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.97
2021-01-03 00:00:00,0.0,0.0,4.5197753,0.0,0.0,3.841809,0.0,1.63025,0.0,0.0,0.0,0.0,0.0,18.353283,1.6467172,3.841808998446192,0.0,0.0,20.0,4.5197753,0.0,0.0,1.63025
2021-01-03 01:00:00,0.0,0.0,4.5785104,0.0,0.0,3.8917339,0.0,1.9305,0.0,0.0,0.0,0.0,0.0,18.05,1.95,3.891733868786536,0.0,0.0,20.0,4.5785104,0.0,0.0,1.9305
2021-01-03 02:00:00,0.0,4.5494967,0.0,0.0,3.8670722,0.0,0.0,1.95075,0.0,0.0,0.0,0.0,0.0,18.029545,1.9704545,3.867072185847616,0.0,0.0,20.0,4.5494967,0.0,0.0,1.95075
2021-01-03 03:00:00,4.5629421,0.0,0.0,3.8785008,0.0,0.0,0.0,2.197,0.0,0.0,0.0,0.0,0.0,17.780808,2.2191919,3.8785007706226176,0.0,0.0,20.0,4.5629421,0.0,0.0,2.197
2021-01-03 04:00:00,0.0,4.7540082,0.0,0.0,4.040907,0.0,0.0,2.3205,0.0,0.0,0.0,0.0,0.0,17.656061,2.3439394,4.040906975350668,0.0,0.0,20.0,4.7540082,0.0,0.0,2.3205
2021-01-03 05:00:00,0.0,0.0,4.7540082,0.0,0.0,4.040907,0.0,2.47675,0.0,0.0,0.0,0.0,0.0,17.498232,2.5017677,4.040906975350668,0.0,0.0,20.0,4.7540082,0.0,0.0,2.47675
2021-01-03 06:00:00,0.0,4.6294323,0.0,0.0,3.9350175,0.0,0.03912249,2.49325,0.0,0.039517667,0.0,0.0,0.039517667,17.521083,2.4789167,3.974139980072772,0.039517666626100366,0.039517666626100366,20.0,4.6294323,0.0,0.03912249,2.4541275
2021-01-03 07:00:00,0.0,4.4280532,0.0,0.0,3.7638452,0.0,0.25540763,2.70625,0.0,0.25798751,0.0,0.0,0.25798751,17.524402,2.4755984,4.019252814718674,0.25798750557786704,0.25798750557786704,20.0,4.4280532,0.0,0.25540763,2.4508424
2021-01-03 08:00:00,0.0,2.9132485,0.0,0.0,2.4762612,0.0,1.5453976,3.01375,0.0,1.5610077,0.0,0.0,1.5610077,18.516816,1.4831843,4.021658832565896,1.5610076670317634,1.5610076670317634,20.0,2.9132485,0.0,1.5453976,1.4683524
2021-01-03 09:00:00,0.0,1.2975931,0.0,0.0,1.1029541,0.0,2.9253213,3.05025,0.0,2.95487,0.0,0.0,2.95487,19.873809,0.12619062,4.028275381647855,2.954869984990467,2.954869984990467,20.0,1.2975931,0.0,2.9253213,0.12492871
2021-01-03 10:00:00,0.0,0.0,0.011918421,0.0,0.0,0.010130658,3.919498,3.34125,0.0,3.9590889,0.0,0.58408888,3.375,20.0,0.0,3.9296286498893744,3.9590888807756284,3.9590888807756284,20.0,0.011918421,0.0,3.34125,0.0
2021-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.9296286,3.8895,0.69977878,3.9693219,0.0,0.74031277,3.9287879,20.0,0.0,3.9296286498893744,4.669100645004259,4.669100645004259,20.0,0.0,0.0,3.8895,0.0
2021-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.836997,4.0805,1.1242455,3.8757545,0.0,0.87828283,4.1217172,20.0,0.0,3.836996962750348,5.0,5.0,20.0,0.0,0.0,4.0805,0.0
2021-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.8706812,4.13425,1.090221,3.909779,0.0,0.8239899,4.1760101,20.0,0.0,3.870681212618448,5.0,5.0,20.0,0.0,0.0,4.13425,0.0
2021-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.1004559,4.07925,0.77577574,4.1418747,0.0,0.79719585,4.1204545,20.0,0.0,4.100455917081299,4.91765039957811,4.91765039957811,20.0,0.0,0.0,4.07925,0.0
2021-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.8285759,4.302,0.48091193,3.8672484,0.0,0.0027057726,4.3454545,20.0,0.0,3.828575900282273,4.348160318039836,4.348160318039836,20.0,0.0,0.0,4.302,0.0
2021-01-03 16:00:00,0.079128084,0.0,0.0,0.067258871,0.0,0.0,3.4756024,4.49625,0.0,3.5107095,0.0,0.0,3.5107095,18.969043,1.0309572,3.542861280858222,3.5107095046854084,3.5107095046854084,20.0,0.079128084,0.0,3.4756024,1.0206476
2021-01-03 17:00:00,0.0,0.0,1.4496691,0.0,0.0,1.2322187,2.3106426,4.62925,0.0,2.3339824,0.0,0.0,2.3339824,17.657972,2.3420277,3.542861280858222,2.333982394223358,2.333982394223358,20.0,1.4496691,0.0,2.3106426,2.3186074
2021-01-03 18:00:00,0.0,3.479815,0.0,0.0,2.9578427,0.0,0.88156024,4.29825,0.0,0.89046489,0.0,0.0,0.89046489,16.548798,3.4512018,3.839402980597569,0.8904648898624803,0.8904648898624803,20.0,3.479815,0.0,0.88156024,3.4166898
2021-01-03 19:00:00,0.0,4.1845603,0.0,0.0,3.5568763,0.0,0.12854157,4.3525,0.0,0.12983997,0.0,0.0,0.12983997,15.733375,4.2666247,3.685417838338995,0.12983996592430327,0.12983996592430327,20.0,4.1845603,0.0,0.12854157,4.2239584
2021-01-03 20:00:00,0.0,4.1772716,0.0,0.0,3.5506808,0.0,0.0,4.42625,0.0,0.0,0.0,0.0,0.0,15.52904,4.4709596,3.5506808388623914,0.0,0.0,20.0,4.1772716,0.0,0.0,4.42625
2021-01-03 21:00:00,0.0,4.4122121,0.0,0.0,3.7503803,0.0,0.0,4.45575,0.0,0.0,0.0,0.0,0.0,15.499242,4.5007576,3.750380320229374,0.0,0.0,20.0,4.4122121,0.0,0.0,4.45575
2021-01-03 22:00:00,0.0,4.4751932,0.0,0.0,3.8039142,0.0,0.0,4.647,0.0,0.0,0.0,0.0,0.0,15.306061,4.6939394,3.803914217343352,0.0,0.0,20.0,4.4751932,0.0,0.0,4.647
2021-01-03 23:00:00,0.0,4.4751932,0.0,0.0,3.8039142,0.0,0.0,4.6795,0.0,0.0,0.0,0.0,0.0,15.273232,4.7267677,3.803914217343352,0.0,0.0,20.0,4.4751932,0.0,0.0,4.6795
2021-01-04 00:00:00,0.0,0.0,4.2310532,0.0,0.0,3.5963952,0.0,4.706,0.0,0.0,0.0,0.0,0.0,15.246465,4.7535354,3.5963951779722003,0.0,0.0,20.0,4.2310532,0.0,0.0,4.706
2021-01-04 01:00:00,0.0,4.3414469,0.0,0.0,3.6902299,0.0,0.0,4.595,0.0,0.0,0.0,0.0,0.0,15.358586,4.6414141,3.690229874033437,0.0,0.0,20.0,4.3414469,0.0,0.0,4.595
2021-01-04 02:00:00,0.0,4.2444985,0.0,0.0,3.6078238,0.0,0.0,4.525,0.0,0.0,0.0,0.0,0.0,15.429293,4.5707071,3.6078237627500025,0.0,0.0,20.0,4.2444985,0.0,0.0,4.525
2021-01-04 03:00:00,0.0,4.174441,0.0,0.0,3.5482748,0.0,0.0,4.758,0.0,0.0,0.0,0.0,0.0,15.193939,4.8060606,3.54827482101377,0.0,0.0,20.0,4.174441,0.0,0.0,4.758
2021-01-04 04:00:00,0.0,0.0,4.5410049,0.0,0.0,3.8598541,0.0,5.24875,0.0,0.0,0.0,0.0,0.0,14.698232,5.3017677,3.859854132304552,0.0,0.0,20.0,4.5410049,0.0,0.0,5.24875
2021-01-04 05:00:00,0.0,0.0,4.5410049,0.0,0.0,3.8598541,0.0,5.064,0.0,0.0,0.0,0.0,0.0,14.884848,5.1151515,3.859854132304552,0.0,0.0,20.0,4.5410049,0.0,0.0,5.064
2021-01-04 06:00:00,4.5969134,0.0,0.0,3.9073764,0.0,0.0,0.036688353,5.0135,0.0,0.037058943,0.0,0.0,0.037058943,14.972918,5.0270825,3.944064756975503,0.03705894284207538,0.03705894284207538,20.0,4.5969134,0.0,0.036688353,4.9768116
2021-01-04 07:00:00,0.0,0.0,4.1785752,0.0,0.0,3.5517889,0.24731325,5.25525,0.0,0.24981137,0.0,0.0,0.24981137,14.941478,5.058522,3.7991021816475095,0.2498113666788366,0.2498113666788366,20.0,4.1785752,0.0,0.24731325,5.0079367
2021-01-04 08:00:00,0.0,0.0,2.7126969,0.0,0.0,2.3057924,1.5203775,5.23325,0.0,1.5357349,0.0,0.0,1.5357349,16.249624,3.7503763,3.8261698824336494,1.535734858626425,1.535734858626425,20.0,2.7126969,0.0,1.5203775,3.7128725
2021-01-04 09:00:00,0.0,1.1691862,0.0,0.0,0.99380831,0.0,2.8804819,5.46975,0.0,2.9095777,0.0,0.0,2.9095777,17.384578,2.6154223,3.87429023939068,2.9095777047584277,2.9095777047584277,20.0,1.1691862,0.0,2.8804819,2.5892681
2021-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.7064705,5.467,0.0,3.7439096,0.17019126,0.0,3.9141008,18.56207,1.4379301,3.7064704945070814,3.9141008478357877,3.9141008478357877,20.0,0.0,0.16848934,3.8749598,1.4235508
2021-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.7064705,5.02875,0.40505495,3.7439096,0.46529045,0.0,4.614255,20.0,0.0,3.7064704945070814,4.6142549997971685,4.6142549997971685,20.0,0.0,0.46063755,4.5681124,0.0
2021-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.5885756,5.045,1.2792165,3.6248239,0.095959596,0.0,5.0,20.0,0.0,3.58857561996663,5.0,5.0,20.0,0.0,0.095,4.95,0.0
2021-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.5320342,5.26625,1.1128442,3.5677113,0.31944444,0.0,5.0,20.0,0.0,3.5320342005429253,5.0,5.0,20.0,0.0,0.31625,4.95,0.0
2021-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.4442145,5.13075,1.0842717,3.4790046,0.30964971,0.0,4.872926,20.0,0.0,3.444214549099742,4.872926047624843,4.872926047624843,20.0,0.0,0.30655321,4.8241968,0.0
2021-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.3365453,5.42575,0.0,3.3702477,0.95227469,0.0,4.3225224,19.794242,0.20575846,3.3365452504106807,4.322522412883859,4.322522412883859,20.0,0.0,0.94275194,4.2792972,0.20370087
2021-01-04 16:00:00,0.0,0.068398179,0.0,0.0,0.058138452,0.0,3.4606627,5.4605,0.0,3.4956188,0.0,0.0,3.4956188,17.979962,2.0200377,3.518801102380407,3.4956188389923337,3.4956188389923337,20.0,0.068398179,0.0,3.4606627,1.9998373
2021-01-04 17:00:00,0.0,1.4234891,0.0,0.0,1.2099658,0.0,2.3088353,5.39625,0.0,2.3321569,0.0,0.0,2.3321569,16.881399,3.1186007,3.518801102380407,2.3321569104701636,2.3321569104701636,20.0,1.4234891,0.0,2.3088353,3.0874147
2021-01-04 18:00:00,0.0,0.0,3.2232984,0.0,0.0,2.7398037,0.8800502,5.40675,0.0,0.8889396,0.0,0.0,0.8889396,15.427576,4.572424,3.61985385198751,0.888939596770922,0.888939596770922,20.0,3.2232984,0.0,0.8800502,4.5266998
2021-01-04 19:00:00,0.0,4.1685944,0.0,0.0,3.5433052,0.0,0.12647349,5.3195,0.0,0.127751,0.0,0.0,0.127751,14.754519,5.2454813,3.669778722327855,0.12775100401606426,0.12775100401606426,20.0,4.1685944,0.0,0.12647349,5.1930265
2021-01-04 20:00:00,0.0,4.255821,0.0,0.0,3.6174478,0.0,0.0,5.61175,0.0,0.0,0.0,0.0,0.0,14.331566,5.6684343,3.617447834138888,0.0,0.0,20.0,4.255821,0.0,0.0,5.61175
2021-01-04 21:00:00,0.0,0.0,4.2508674,0.0,0.0,3.6132373,0.0,5.94575,0.0,0.0,0.0,0.0,0.0,13.994192,6.0058081,3.6132373029069504,0.0,0.0,20.0,4.2508674,0.0,0.0,5.94575
2021-01-04 22:00:00,0.0,0.0,4.3506464,0.0,0.0,3.6980494,0.0,6.164,0.0,0.0,0.0,0.0,0.0,13.773737,6.2262626,3.698049432040407,0.0,0.0,20.0,4.3506464,0.0,0.0,6.164
2021-01-04 23:00:00,0.0,4.3506464,0.0,0.0,3.6980494,0.0,0.0,6.0805,0.0,0.0,0.0,0.0,0.0,13.858081,6.1419192,3.698049432040407,0.0,0.0,20.0,4.3506464,0.0,0.0,6.0805
2021-01-05 00:00:00,4.272097,0.0,0.0,3.6312824,0.0,0.0,0.0,5.883,0.0,0.0,0.0,0.0,0.0,14.057576,5.9424242,3.631282436763912,0.0,0.0,20.0,4.272097,0.0,0.0,5.883
2021-01-05 01:00:00,0.0,4.5516196,0.0,0.0,3.8688767,0.0,0.0,5.847,0.0,0.0,0.0,0.0,0.0,14.093939,5.9060606,3.868876699232332,0.0,0.0,20.0,4.5516196,0.0,0.0,5.847
2021-01-05 02:00:00,0.0,0.0,4.7533006,0.0,0.0,4.0403055,0.0,5.91325,0.0,0.0,0.0,0.0,0.0,14.02702,5.9729798,4.040305470888163,0.0,0.0,20.0,4.7533006,0.0,0.0,5.91325
2021-01-05 03:00:00,0.0,4.3053566,0.0,0.0,3.6595531,0.0,0.0,5.59725,0.0,0.0,0.0,0.0,0.0,14.346212,5.6537879,3.659553146475063,0.0,0.0,20.0,4.3053566,0.0,0.0,5.59725
2021-01-05 04:00:00,4.4589172,0.0,0.0,3.7900796,0.0,0.0,0.0,5.9545,0.0,0.0,0.0,0.0,0.0,13.985354,6.0146465,3.790079614715528,0.0,0.0,20.0,4.4589172,0.0,0.0,5.9545
2021-01-05 05:00:00,0.0,4.4589172,0.0,0.0,3.7900796,0.0,0.0,5.723,0.0,0.0,0.0,0.0,0.0,14.219192,5.7808081,3.790079614715528,0.0,0.0,20.0,4.4589172,0.0,0.0,5.723
2021-01-05 06:00:00,0.0,0.0,4.5581869,0.0,0.0,3.8744588,0.034718675,5.572,0.0,0.035069368,0.0,0.0,0.035069368,14.406787,5.5932135,3.909177498183792,0.035069368382621396,0.035069368382621396,20.0,4.5581869,0.0,0.034718675,5.5372813
2021-01-05 07:00:00,4.2878725,0.0,0.0,3.6446916,0.0,0.0,0.2404257,5.8785,0.0,0.24285425,0.0,0.0,0.24285425,14.304975,5.6950245,3.8851173197045767,0.24285424526388383,0.24285424526388383,20.0,4.2878725,0.0,0.2404257,5.6380743
2021-01-05 08:00:00,0.0,0.0,2.4275562,0.0,0.0,2.0634228,1.5053032,5.81075,0.0,1.5205083,0.0,0.0,1.5205083,15.651064,4.3489361,3.568725972723554,1.5205082958095006,1.5205082958095006,20.0,2.4275562,0.0,1.5053032,4.3054468
2021-01-05 09:00:00,0.0,0.53352616,0.0,0.0,0.45349723,0.0,2.8535743,6.12925,0.0,2.8823983,0.0,0.0,2.8823983,16.691237,3.3087633,3.307071531774517,2.8823982799886414,2.8823982799886414,20.0,0.53352616,0.0,2.8535743,3.2756757
2021-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.2060188,5.42225,0.0,3.2384028,0.63823505,0.0,3.8766379,19.037853,0.96214728,3.2060187821688158,3.8766378645896715,3.8766378645896715,20.0,0.0,0.6318527,3.8378715,0.95252581
2021-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.2060188,5.1915,0.66235781,3.2384028,0.67158939,0.0,4.57235,20.0,0.0,3.2060187821688158,4.572350006084946,4.572350006084946,20.0,0.0,0.66487349,4.5266265,0.0
2021-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.1554924,5.75075,0.97215383,3.1873661,0.82465924,0.0,4.9841791,20.0,0.0,3.1554924073659647,4.984179140805647,4.984179140805647,20.0,0.0,0.81641265,4.9343373,0.0
2021-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0881239,5.46975,1.3556829,3.1193171,0.525,0.0,5.0,20.0,0.0,3.0881239076269638,5.0,5.0,20.0,0.0,0.51975,4.95,0.0
2021-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.9997028,5.63625,1.0245335,3.0300028,0.81932275,0.0,4.8738591,20.0,0.0,2.9997027517226744,4.873859072654254,4.873859072654254,20.0,0.0,0.81112952,4.8251205,0.0
